Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Reference Date,Observation Value,Lower Bound,Upper Bound,Standard Error,Observation Status,Unit of measure,Series Type,Series Category,Series Method,Interval
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1964.5,49.74987662,38.86655123,64.06381859,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1965.5,49.90029902,40.18063815,62.47615498,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1966.5,49.95244088,41.05502959,61.44003426,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1967.5,49.87207027,41.64268893,60.65701046,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1968.5,49.93796193,42.08067514,60.11190837,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1969.5,49.96911529,42.29785441,59.68635381,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1970.5,49.9224764,42.36042765,59.10101772,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1971.5,49.74025861,42.3233048,58.77919217,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1972.5,50.70880765,43.39598981,59.4487362,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1973.5,49.32266316,42.18981578,57.86880086,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1974.5,49.06908338,42.00139875,57.50366381,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1975.5,48.76361704,41.77949167,56.92485264,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1976.5,48.38830383,41.48300271,56.51345537,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1977.5,47.91199253,41.15191425,55.94301182,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1978.5,47.26441987,40.76807765,54.96888344,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1979.5,46.49790643,40.119099,53.8847539,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1980.5,45.63142027,39.34222586,52.77302329,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1981.5,44.70220028,38.68703315,51.67400167,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1982.5,43.6436888,37.64893026,50.42870106,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1983.5,42.53817388,36.63642556,49.29636426,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1984.5,41.54460126,35.57919806,48.26092153,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1985.5,40.73343357,34.74222261,47.30698271,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1986.5,40.14615969,34.14708795,46.66414083,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1987.5,39.71600517,33.87409007,46.16367415,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1988.5,39.45360972,33.79410814,45.69898367,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1989.5,39.38284688,33.72162342,45.60959122,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1990.5,39.34837181,33.64420095,45.57961836,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1991.5,39.31547386,33.60737436,45.58974133,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1992.5,39.27452283,33.48132065,45.57274446,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1993.5,39.5491279,33.77279723,45.8625397,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1994.5,38.98981129,33.32183273,45.24649628,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1995.5,38.78362401,33.16831254,44.96018764,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1996.5,38.46992032,32.93740181,44.41069906,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1997.5,38.08342118,32.74537347,43.90834214,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1998.5,37.61256945,32.39602947,43.16199857,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,1999.5,37.1338331,31.94154516,42.5460173,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2000.5,36.56171218,31.50006505,41.94840131,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2001.5,35.99725854,30.98685206,41.34981725,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2002.5,35.38910255,30.43717196,40.78768056,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2003.5,34.65501928,29.86586764,40.00922387,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2004.5,33.9055273,29.05903902,39.28231911,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2005.5,33.03291669,28.36953566,38.35800926,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2006.5,32.10774993,27.60802069,37.27874164,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2007.5,31.0828979,26.62667693,36.2488228,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2008.5,30.07563272,25.68986474,35.14914482,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2009.5,29.08076273,24.57006539,34.1426636,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2010.5,28.04370735,23.49530787,33.21148689,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2011.5,27.09003288,22.41412241,32.47434582,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2012.5,26.14070636,21.19626253,31.99223302,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2013.5,25.25321986,19.97763693,31.66039196,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2014.5,24.40509334,18.68740667,31.44714869,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2015.5,23.66572294,17.5905711,31.58366635,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2016.5,23.00023649,16.54196279,31.73060517,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2017.5,22.41440708,15.61165276,31.97003944,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2018.5,21.85606851,14.75671968,32.33080258,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2019.5,21.39916074,13.95751364,32.79095819,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2020.5,20.92955431,13.2256663,33.15656566,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2021.5,20.48286313,12.54548773,33.30181287,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2022.5,20.05814419,11.87263255,33.58663604,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Neonatal mortality rate,Total,Total,UN IGME estimate,2023.0,2023.5,19.60302646,11.25045876,33.99467617,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1965.5,238.206731,200.2346296,282.3442363,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1966.5,240.1271188,206.050743,279.2608204,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1967.5,242.2236734,209.9635207,278.055835,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1968.5,243.6623431,213.0865832,277.566531,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1969.5,244.9196532,215.6809787,277.6295572,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1970.5,246.0419936,217.1186207,277.7979643,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1971.5,246.294781,217.8362472,277.416489,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1972.5,313.5246292,277.7560554,352.5493123,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1973.5,246.5181095,218.7363213,277.1565003,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1974.5,246.308114,218.7354215,276.1163217,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1975.5,245.5593169,218.7713326,274.8299617,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1976.5,243.6812764,217.5488102,272.5468374,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1977.5,240.0859461,214.4405833,268.8893766,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1978.5,234.5411263,209.5167654,262.1058589,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1979.5,226.9124793,202.6617618,253.3262991,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1980.5,217.6399268,194.8102362,242.6065564,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1981.5,207.435917,185.5990466,230.5634554,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1982.5,196.5901395,175.8534771,218.8309259,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1983.5,185.9409677,165.6763298,207.9878943,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1984.5,176.6479246,156.456228,198.5668013,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1985.5,169.5672803,149.444774,191.3001515,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1986.5,164.7680689,145.2925279,185.8920828,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1987.5,161.986072,143.3026739,182.1846059,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1988.5,161.1088346,143.4446668,180.3943957,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1989.5,161.3881678,144.4237808,180.3373187,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1990.5,162.2614847,145.4820246,180.9878999,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1991.5,163.2044018,146.5833564,182.242815,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1992.5,164.0402649,147.4024028,183.4119257,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1993.5,187.0993471,168.0728692,209.3050717,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1994.5,164.1483821,147.3476336,183.6196675,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1995.5,163.1555994,146.7291257,182.3289519,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1996.5,161.3831457,145.1235292,179.8363749,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1997.5,158.6377962,142.7998821,176.4438869,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1998.5,154.9750891,139.5949724,171.8898113,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1999.5,150.5359342,135.6707938,166.8107743,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2000.5,145.6884463,131.2990786,161.5494756,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2001.5,140.5058736,126.4182688,156.1528591,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2002.5,135.0775834,121.305092,150.79331,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2003.5,129.2777112,115.9569772,144.8229919,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2004.5,123.0755064,109.9549176,138.4551929,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2005.5,116.3122278,103.6683439,131.174103,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2006.5,109.3079916,97.17099875,123.3182204,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2007.5,102.3595633,90.51519627,116.0208146,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2008.5,95.88625607,84.2001558,108.9804251,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2009.5,89.84326723,78.30284219,102.9448216,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2010.5,84.18246966,72.50782994,97.43199649,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2011.5,79.00668885,67.1572256,92.62826524,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2012.5,74.26998106,61.80701276,88.78147734,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2013.5,69.89834031,56.69806707,85.78624268,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2014.5,65.98300013,51.82423175,83.2525981,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2015.5,62.43093517,47.56376108,81.26555569,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2016.5,59.37626462,43.81271233,79.96419829,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2017.5,56.60686893,40.31686659,79.1986342,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2018.5,54.27119388,37.35616535,78.8284191,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2019.5,52.12938856,34.72739167,77.95367781,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2020.5,50.23578606,32.32492867,77.553136,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2021.5,48.35153671,30.26745656,77.24415586,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2022.5,46.55598607,28.13590223,77.00266968,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2023.5,45.02573237,26.28550685,76.3675958,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1965.5,248.4438677,208.2604994,293.8331019,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1966.5,250.2180387,214.6165846,290.4778838,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1967.5,252.0052537,219.1714434,289.499224,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1968.5,253.4609109,222.427348,288.9251836,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1969.5,254.9913892,224.2669379,288.8695588,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1970.5,255.7897317,225.9073758,289.036527,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1971.5,256.1988064,226.871044,288.7661963,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1972.5,323.5499119,286.8411945,364.0512672,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1973.5,256.7886532,227.8944266,288.2020339,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1974.5,256.8983838,228.6469993,287.8999001,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1975.5,256.4310924,228.5468226,287.3672108,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1976.5,254.9188627,227.5303157,285.605304,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1977.5,251.8648089,224.6298358,282.1133153,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1978.5,246.7359899,220.0590915,275.5851729,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1979.5,239.5969346,214.0182442,267.0518657,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1980.5,230.6878035,206.2579206,256.8334162,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1981.5,220.61754,197.3103951,245.3613402,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1982.5,209.7174397,187.3872206,233.1712261,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1983.5,199.1097799,177.2432408,222.5567875,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1984.5,189.9131616,167.6332833,213.1502584,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1985.5,183.0419429,161.1298861,206.1229837,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1986.5,178.3739128,157.2099679,201.0626985,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1987.5,175.9461659,155.2578862,197.8504235,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1988.5,175.3706849,155.9227557,196.1958588,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1989.5,175.8935075,157.2041937,196.0496571,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1990.5,177.2501754,158.7250492,196.8924801,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1991.5,178.5943308,160.4549421,198.7475237,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1992.5,179.5850651,161.4364955,200.4037341,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1993.5,202.5887101,182.2505116,226.3800024,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1994.5,179.8391825,161.6432787,201.1549935,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1995.5,178.7883031,160.8282011,199.7415479,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1996.5,177.103639,159.4250515,197.2405547,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1997.5,174.3399059,157.2699353,193.76061,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1998.5,170.6001115,154.0685156,189.2483766,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1999.5,166.2572031,150.0696061,184.2955305,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2000.5,161.3103831,145.7297049,178.8815936,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2001.5,156.2191912,140.8003095,173.5759531,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2002.5,150.7813249,135.7767397,168.2386655,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2003.5,144.9714248,129.9460729,162.2037593,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2004.5,138.5733679,123.8580311,155.6994467,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2005.5,131.5613727,117.3145133,148.1533585,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2006.5,124.0444904,110.2861623,139.7252479,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2007.5,116.6288248,103.3569123,131.7857825,,Normal value,"Deaths per 1,000 live births",,,,1.0
Burundi,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2008.5,109.52639,96.50085376,124.3889503,,Normal value,"Deaths per 1,000 live births",,,,1.0
