Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Reference Date,Observation Value,Lower Bound,Upper Bound,Standard Error,Observation Status,Unit of measure,Series Type,Series Category,Series Method,Interval
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1983.5,194.490078,170.3463085,221.2491834,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1984.5,191.8234718,169.1582365,216.8226121,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1985.5,189.3300645,167.7236515,212.9686966,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1986.5,186.7846653,166.4568924,209.6148695,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1987.5,184.505062,164.8403576,206.3394366,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1988.5,182.2496887,163.3275886,203.2775973,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1989.5,180.0070362,161.6708024,200.3446386,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1990.5,177.6938102,159.5768459,197.3723612,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1991.5,175.4003234,157.8233135,194.500528,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1992.5,173.0363437,156.0001471,191.4771974,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1993.5,170.7896052,154.0028396,189.078362,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1994.5,168.4535671,152.1843676,186.5075516,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1995.5,166.096779,150.2705466,184.0328266,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1996.5,163.5485029,148.0012904,181.1220889,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1997.5,160.3903915,145.3098016,178.203347,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1998.5,157.1500034,142.0378435,174.4575996,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,1999.5,153.4575879,138.5485723,170.4514359,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2000.5,149.4171117,134.9197659,165.6873498,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2001.5,145.1395513,131.1412667,161.2971383,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2002.5,140.6898756,126.9075977,156.4032441,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2003.5,136.0840284,122.5322056,151.6458724,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2004.5,131.4087005,117.6270586,146.7004485,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2005.5,126.7402871,112.6819813,142.3320057,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2006.5,122.2083573,107.7925424,138.3886069,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2007.5,117.8617271,103.0118016,134.6743586,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2008.5,113.7095574,97.99113466,131.4751382,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2009.5,109.5407965,92.75955796,128.6731005,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2010.5,105.7311497,87.49233967,126.2760848,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2011.5,102.1566391,82.46553334,123.6820849,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2012.5,98.65691355,77.74875532,121.5001541,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2013.5,95.29177599,73.03971756,120.1536297,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2014.5,92.06930992,68.73758614,118.7825741,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2015.5,88.91221395,64.79430317,118.2023482,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2016.5,85.77838171,60.84494275,117.8882798,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2017.5,82.84269015,57.20034526,117.5216258,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2018.5,80.05456136,53.75368621,117.3628637,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2019.5,77.32574723,50.45744498,117.1241124,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2020.5,74.72635078,47.24867824,116.5686457,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2021.5,72.27767939,44.23696206,116.3331251,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2022.5,69.97969502,41.25363707,115.956768,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Female,Total,UN IGME estimate,2023.0,2023.5,67.62418066,38.87047037,115.4620952,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1969.5,259.1729425,197.2558169,343.9568287,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1970.5,255.5906854,198.0791207,333.0653112,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1971.5,252.2906783,198.4563151,322.2970998,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1972.5,248.820328,198.4114491,313.1182911,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1973.5,245.0040089,198.1838088,304.0515108,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1974.5,241.5101997,197.6984993,295.777653,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1975.5,237.9023322,196.9470777,287.8127718,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1976.5,234.2789965,196.1007665,279.7298126,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1977.5,230.5048693,194.0750064,272.8158034,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1978.5,227.0518627,192.7488215,266.1303322,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1979.5,223.3053989,190.8814201,259.5888652,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1980.5,219.7468679,188.9500361,253.6392977,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1981.5,216.277394,186.9549315,248.6151163,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1982.5,212.9786657,185.1219199,243.4105279,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1983.5,209.9413676,183.6762166,238.9650331,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1984.5,207.3155146,182.4117714,234.7136449,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1985.5,204.6731102,181.009343,230.5287357,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1986.5,202.2006116,179.6140087,226.4787622,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1987.5,199.7507893,178.2121724,222.9982482,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1988.5,197.4330703,176.7848348,219.8524194,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1989.5,195.0935242,175.1675262,216.8578909,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1990.5,192.6378125,173.3851065,214.0829591,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1991.5,190.4930012,171.3907542,211.3841381,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1992.5,188.443941,170.0766263,208.9609737,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1993.5,186.6794381,168.6142484,206.8088841,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1994.5,184.7610856,167.2565394,204.9489768,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1995.5,183.0111615,165.884511,202.8968671,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1996.5,181.1505778,164.2398579,200.7221266,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1997.5,178.8564891,162.1355699,198.2085845,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1998.5,175.9199347,159.2396091,195.2420624,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,1999.5,172.3558481,155.959431,191.472058,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2000.5,168.4721214,152.3067264,186.9626771,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2001.5,164.0827996,148.2058924,182.1087314,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2002.5,159.3173883,143.7363332,177.1179568,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2003.5,154.4072569,138.9067609,171.9271897,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2004.5,149.5475825,133.8177446,166.785568,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2005.5,144.6145626,128.6626615,162.1046327,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2006.5,139.5679532,123.1468599,157.4665175,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2007.5,134.5558174,117.5197793,153.6286948,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2008.5,129.6833319,111.7667687,150.1589886,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2009.5,125.1653166,105.9997067,147.0293307,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2010.5,120.86214,100.2302985,144.180694,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2011.5,116.7653201,94.34834321,141.7905612,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2012.5,112.982527,88.82594309,139.5830819,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2013.5,109.1007563,83.72876087,137.7327546,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2014.5,105.4960354,79.08755539,136.6766142,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2015.5,101.953337,74.58583622,136.2532731,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2016.5,98.5619119,70.00167971,135.7593743,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2017.5,95.34561762,65.97649094,135.648253,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2018.5,92.16593752,61.89207924,135.6399433,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2019.5,89.2747084,57.99808762,135.3019715,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2020.5,86.49929505,54.41229426,134.4470674,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2021.5,83.75743414,51.01599941,134.4410626,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2022.5,81.15965433,47.84910351,134.7215961,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Male,Total,UN IGME estimate,2023.0,2023.5,78.54148007,45.10261489,134.3318112,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1990.5,220.0416733,188.6123403,255.3733181,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1991.5,217.4882033,186.9936964,252.1264915,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1992.5,215.3116358,185.4759875,248.3588541,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1993.5,213.0909232,184.2705015,245.4881001,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1994.5,211.100548,182.878251,242.5962813,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1995.5,209.0493922,181.9587726,239.5260521,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1996.5,206.8420373,180.7760388,236.5721201,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1997.5,204.101739,178.9497121,232.2677701,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1998.5,200.1625022,175.4639037,228.2539423,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,1999.5,195.7794923,171.3911203,223.4008489,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2000.5,190.9480834,166.8654325,218.021493,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2001.5,185.8200402,162.556386,212.3557566,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2002.5,180.5483106,157.4465783,206.6614316,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2003.5,175.1134459,152.9088668,200.250377,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2004.5,169.7182458,147.5901959,194.42986,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2005.5,164.3273765,142.1610799,189.0506181,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2006.5,158.993545,136.5041083,184.4622864,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2007.5,153.8628343,130.4481058,179.9831791,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2008.5,148.5730204,124.4995563,176.2471767,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2009.5,143.4984345,118.3806942,172.717572,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2010.5,138.7708524,112.1999562,169.4897498,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2011.5,134.671113,106.1950049,167.2195358,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2012.5,130.7364714,100.4621495,164.6543775,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2013.5,126.8819022,95.11197738,163.6528976,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2014.5,122.7071296,89.82999657,162.2093525,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2015.5,118.7668549,84.74514967,161.7828789,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2016.5,115.0111897,79.99140949,161.2836803,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2017.5,111.3702249,75.2271675,160.7165962,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2018.5,107.7128899,70.86796849,160.8413484,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2019.5,104.2879832,66.48224079,160.720722,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2020.5,100.8624999,62.67599047,160.1068908,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2021.5,97.81228402,58.77888884,159.7629615,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2022.5,94.83630105,55.18740826,158.8669646,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023.0,2023.5,91.75337056,51.84785625,158.849806,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1990.5,211.3901616,183.5835575,242.594156,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1991.5,208.8081713,181.672991,239.3302775,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1992.5,206.4441742,180.0991962,235.7577247,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1993.5,203.8142872,178.39326,232.3648258,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1994.5,201.5501289,176.7511838,229.7410308,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1995.5,199.1115901,174.7828123,226.2789633,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1996.5,196.3769838,173.1705726,222.6974464,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1997.5,193.2833346,170.4810492,218.9718114,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1998.5,189.760825,166.714268,215.4601831,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,1999.5,185.8025627,163.2217988,211.1679033,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2000.5,181.243264,159.1851174,206.4563434,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2001.5,176.3102006,154.4431369,200.7441849,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2002.5,171.0451898,149.8465806,194.88249,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2003.5,165.6820683,145.0608877,188.8015502,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2004.5,160.2075015,140.0426144,182.7744648,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2005.5,154.6588518,134.580399,177.0519693,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2006.5,149.203913,128.7054984,172.2094657,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2007.5,143.9659862,122.9069795,167.4733095,,Normal value,"Deaths per 1,000 live births",,,,1.0
Democratic Republic of the Congo,Under-five mortality rate,Total,Second,UN IGME estimate,2023.0,2008.5,138.8436865,117.0040594,163.6338523,,Normal value,"Deaths per 1,000 live births",,,,1.0
